id,Date ,customer_name,email,product name,Location _ CITY , Total Buying  , Sttore_ Revenue  , store_ profit  ,Medium_ Buying ,payment MOde 
328,6/25/2024,Sena,slamplough93@noaa.gov,Drinks & Juices,Rajkot," ? 7,503.00 "," ? 115,624.00 "," ? 91,391.00 ",Online,G-pay
329,4/20/2024,Pernell,pvedekhov94@nifty.com,Paneer & Tofu Batter & Chutney,," ? 9,801.00 "," ? 314,987.00 "," ? 95,729.00 ",Offline,Card
330,12/1/2024,Hedvige,hdudny95@yolasite.com,Drinks & Juices,Amravati," ? 5,192.00 "," ? 582,179.00 "," ? 52,525.00 ",Online,Card
331,11/29/2024,Madelina,mbuxsey96@discuz.net,Fresh Fruits,Amravati," ? 9,752.00 "," ? 668,466.00 "," ? 58,909.00 ",Online,paytm
332,7/10/2024,Harlie,hrouf97@e-recht24.de,Chips & Namkeens,Kolkata," ? 5,301.00 "," ? 548,702.00 "," ? 66,781.00 ",Offline,COD
333,11/20/2024,Alair,atodor98@bravesites.com,Biscuits,Ahemdabad," ? 6,858.00 "," ? 197,717.00 "," ? 34,460.00 ",Offline,paytm
334,12/28/2023,Blake,bflorez99@hhs.gov,Paneer & Tofu Batter & Chutney,Surat," ? 7,271.00 "," ? 600,176.00 "," ? 12,993.00 ",Offline,Card
335,9/24/2024,Dominique,dcarthy9a@themeforest.net,Drinks & Juices,Ahemdabad," ? 7,151.00 "," ? 848,328.00 "," ? 57,547.00 ",Offline,Card
336,12/24/2023,Carmina,clawrinson9b@google.nl,Chips & Namkeens,Mumbai," ? 9,223.00 "," ? 755,118.00 "," ? 77,503.00 ",Online,Card
337,9/18/2024,Aldric,amacredmond9c@wikipedia.org,Paneer & Tofu Batter & Chutney,jaipur," ? 9,190.00 "," ? 854,719.00 "," ? 91,440.00 ",Online,COD
338,7/10/2024,Eddi,emcgarahan9d@zdnet.com,Chocolates & Candies,Hyderabad," ? 9,290.00 "," ? 696,717.00 "," ? 68,464.00 ",Offline,Card
339,4/18/2024,Lemar,lghelardoni9e@sciencedirect.com,Pasta & Vermicelli,Banglore," ? 9,630.00 "," ? 399,556.00 "," ? 90,612.00 ",Online,COD
340,2/19/2024,Maridel,mkunat9f@wordpress.com,Milk & Milk Products Cheese,Hyderabad," ? 6,812.00 "," ? 726,869.00 "," ? 86,424.00 ",Offline,paytm
341,5/28/2024,Mae,mleif9g@intel.com,Fresh Fruits,Rajkot," ? 5,850.00 "," ? 378,135.00 "," ? 75,493.00 ",Online,Card
342,9/6/2024,Raleigh,rrickis9h@sun.com,Biscuits,Kolkata," ? 7,400.00 "," ? 145,859.00 "," ? 89,171.00 ",Offline,Card
343,8/30/2024,Templeton,tchart9i@wordpress.com,Milk & Milk Products Cheese,Ahemdabad," ? 7,400.00 "," ? 121,798.00 "," ? 41,675.00 ",Offline,paytm
344,11/21/2024,Cory,cburdekin9j@wikispaces.com,Pasta & Vermicelli,," ? 5,131.00 "," ? 796,492.00 "," ? 72,099.00 ",Online,COD
345,6/21/2024,Fanchon,fpauls9k@princeton.edu,Biscuits,Ahemdabad," ? 8,982.00 "," ? 936,848.00 "," ? 32,521.00 ",Online,G-pay
346,9/7/2024,Velvet,vtomson9l@gov.uk,Chips & Namkeens,Rajkot," ? 9,675.00 "," ? 386,876.00 "," ? 48,920.00 ",Offline,G-pay
347,11/4/2024,Gabriela,gstow9m@jimdo.com,Herbs & Others Premium Fruits & Vegetables,," ? 6,983.00 "," ? 624,610.00 "," ? 23,436.00 ",Offline,paytm
348,1/2/2024,Ynez,ycollabine9n@sakura.ne.jp,Basic Vegetables Roots,Pune," ? 8,992.00 "," ? 287,742.00 "," ? 86,412.00 ",Online,COD
349,4/20/2024,Hedda,hwhittam9o@pcworld.com,Chocolates & Candies,Mumbai," ? 9,645.00 "," ? 997,512.00 "," ? 71,121.00 ",Online,Card
350,6/26/2024,Malynda,mstoad9p@admin.ch,Basic Vegetables Roots,Rajkot," ? 8,474.00 "," ? 571,885.00 "," ? 18,064.00 ",Online,paytm
351,10/13/2024,Harwilll,hebourne9q@miibeian.gov.cn,Basic Vegetables Roots,Kolkata," ? 5,386.00 "," ? 306,988.00 "," ? 44,639.00 ",Online,G-pay
352,4/25/2024,Gordan,ggiacomoni9r@quantcast.com,Milk & Milk Products Cheese,Ahemdabad," ? 5,014.00 "," ? 472,967.00 "," ? 82,823.00 ",Online,G-pay
353,7/28/2024,Cindi,cbiscomb9s@de.vu,Biscuits,," ? 5,179.00 "," ? 725,888.00 "," ? 60,424.00 ",Offline,COD
354,11/22/2024,Seth,sdidsbury9t@ibm.com,Drinks & Juices,Mumbai," ? 8,839.00 "," ? 182,549.00 "," ? 69,903.00 ",Online,paytm
355,7/10/2024,Naomi,ngrenville9u@newyorker.com,Fresh Fruits,Banglore," ? 5,533.00 "," ? 658,421.00 "," ? 61,735.00 ",Offline,paytm
356,10/18/2024,Pooh,pheads9v@so-net.ne.jp,Chips & Namkeens,Rajkot," ? 5,288.00 "," ? 912,805.00 "," ? 95,313.00 ",Online,COD
357,4/15/2024,Siobhan,stissier9w@booking.com,Paneer & Tofu Batter & Chutney,Surat," ? 6,601.00 "," ? 174,037.00 "," ? 66,711.00 ",Online,G-pay
358,1/29/2024,Lon,ldrohane9x@ucoz.ru,Chips & Namkeens,Delhi," ? 7,211.00 "," ? 517,402.00 "," ? 82,819.00 ",Offline,Card
359,1/11/2024,Perice,psoles9y@weebly.com,Biscuits,Mumbai," ? 7,090.00 "," ? 990,780.00 "," ? 56,623.00 ",Online,G-pay
360,7/13/2024,Ron,rlahy9z@walmart.com,Drinks & Juices,Banglore," ? 7,710.00 "," ? 107,483.00 "," ? 62,201.00 ",Offline,Card
361,9/10/2024,Abie,awolfersa0@google.com.hk,Drinks & Juices,Amravati," ? 6,151.00 "," ? 284,558.00 "," ? 88,084.00 ",Online,paytm
362,9/16/2024,Jard,jquartona1@noaa.gov,Paneer & Tofu Batter & Chutney,Rajkot," ? 5,697.00 "," ? 669,427.00 "," ? 80,056.00 ",Online,COD
363,8/15/2024,Trina,tmarkosa2@washington.edu,Fresh Fruits,Kolkata," ? 9,246.00 "," ? 489,320.00 "," ? 96,109.00 ",Offline,G-pay
364,1/8/2024,Marylou,mpowysa3@reverbnation.com,Milk & Milk Products Cheese,," ? 6,896.00 "," ? 403,024.00 "," ? 58,764.00 ",Online,G-pay
365,3/26/2024,Kevan,keula4@ask.com,Paneer & Tofu Batter & Chutney,Ahemdabad," ? 5,175.00 "," ? 296,910.00 "," ? 68,733.00 ",Online,G-pay
366,3/3/2024,Nicole,nclementela5@google.com.au,Milk & Milk Products Cheese,Delhi," ? 6,640.00 "," ? 771,499.00 "," ? 71,136.00 ",Offline,paytm
367,7/10/2024,Ruthie,rokerina6@dailymotion.com,Basic Vegetables Roots,Rajkot," ? 5,496.00 "," ? 211,479.00 "," ? 45,368.00 ",Online,COD
368,5/29/2024,Lindsay,lpiggotta7@salon.com,Fresh Fruits,Rajkot," ? 6,501.00 "," ? 815,448.00 "," ? 20,175.00 ",Online,Card
369,1/27/2024,Raphaela,rkimmingsa8@examiner.com,Chocolates & Candies,Amravati," ? 7,167.00 "," ? 690,637.00 "," ? 73,897.00 ",Online,COD
370,4/12/2024,Sansone,ssummertona9@geocities.jp,Drinks & Juices,Banglore," ? 8,954.00 "," ? 318,987.00 "," ? 75,403.00 ",Online,Card
371,3/25/2024,Darryl,dosmanaa@prnewswire.com,Basic Vegetables Roots,Pune," ? 8,352.00 "," ? 393,492.00 "," ? 62,320.00 ",Online,Card
372,6/5/2024,Raynell,rfleischerab@ebay.co.uk,Chips & Namkeens,Mumbai," ? 5,263.00 "," ? 644,674.00 "," ? 86,863.00 ",Offline,Card
373,2/23/2024,Andros,aantoneyac@gizmodo.com,Drinks & Juices,Surat," ? 5,172.00 "," ? 366,005.00 "," ? 38,226.00 ",Offline,COD
374,5/11/2024,Alyson,afoakesad@uiuc.edu,Herbs & Others Premium Fruits & Vegetables,jaipur," ? 9,607.00 "," ? 643,347.00 "," ? 43,840.00 ",Online,COD
375,12/20/2023,Micaela,mriddifordae@cornell.edu,Pasta & Vermicelli,Amravati," ? 9,168.00 "," ? 328,725.00 "," ? 22,120.00 ",Offline,paytm
376,8/23/2024,Tiertza,tcopcoteaf@wikimedia.org,Fresh Fruits,Ahemdabad," ? 7,355.00 "," ? 880,184.00 "," ? 50,144.00 ",Online,G-pay
377,11/18/2024,Emlynne,edemetzag@paypal.com,Basic Vegetables Roots,Surat," ? 5,682.00 "," ? 237,277.00 "," ? 77,186.00 ",Offline,paytm
378,3/16/2024,Sydel,sharveyah@java.com,Pasta & Vermicelli,Pune," ? 7,537.00 "," ? 813,215.00 "," ? 86,010.00 ",Online,Card
379,5/17/2024,Goran,gvandermerweai@liveinternet.ru,Paneer & Tofu Batter & Chutney,Surat," ? 5,489.00 "," ? 550,508.00 "," ? 13,831.00 ",Offline,paytm
380,5/3/2024,Roi,rloinsaj@cbc.ca,Drinks & Juices,Kolkata," ? 9,678.00 "," ? 857,563.00 "," ? 82,228.00 ",Online,G-pay
381,6/1/2024,Oralla,ogiorgeschiak@youtu.be,Chocolates & Candies,Banglore," ? 6,423.00 "," ? 997,125.00 "," ? 67,661.00 ",Offline,paytm
382,10/16/2024,Efren,ecescotal@reuters.com,Herbs & Others Premium Fruits & Vegetables,Banglore," ? 6,697.00 "," ? 573,414.00 "," ? 91,201.00 ",Offline,Card
383,7/17/2024,Haslett,hrosedaleam@psu.edu,Biscuits,," ? 5,740.00 "," ? 114,848.00 "," ? 23,353.00 ",Offline,COD
384,5/1/2024,Leonard,lmarchaman@nydailynews.com,Herbs & Others Premium Fruits & Vegetables,jaipur," ? 7,940.00 "," ? 588,097.00 "," ? 16,101.00 ",Online,COD
385,11/24/2024,Coletta,cbeardonao@infoseek.co.jp,Fresh Fruits,Pune," ? 7,729.00 "," ? 613,789.00 "," ? 60,762.00 ",Offline,Card
386,2/16/2024,Mellisa,mjesselap@tamu.edu,Noodles,Pune," ? 9,764.00 "," ? 376,703.00 "," ? 50,892.00 ",Online,paytm
387,2/14/2024,Riannon,rblanninaq@chicagotribune.com,Fresh Fruits,Banglore," ? 5,946.00 "," ? 447,056.00 "," ? 39,346.00 ",Online,G-pay
388,1/18/2024,Wadsworth,wbithellar@xinhuanet.com,Milk & Milk Products Cheese,Amravati," ? 5,749.00 "," ? 756,551.00 "," ? 92,769.00 ",Online,Card
389,10/24/2024,Osbert,oheningamas@booking.com,Noodles,Pune," ? 9,711.00 "," ? 200,784.00 "," ? 93,320.00 ",Offline,COD
390,2/4/2024,Irena,igolthorppat@go.com,Chocolates & Candies,Pune," ? 7,431.00 "," ? 458,934.00 "," ? 56,607.00 ",Offline,COD
391,12/25/2023,Bertha,bweinerau@state.gov,Milk & Milk Products Cheese,Ahemdabad," ? 5,406.00 "," ? 438,950.00 "," ? 77,337.00 ",Offline,Card
392,1/7/2024,Elsi,erebertav@irs.gov,Chips & Namkeens,Banglore," ? 7,889.00 "," ? 557,898.00 "," ? 32,211.00 ",Offline,Card
393,6/29/2024,Dottie,dtemperleyaw@mashable.com,Biscuits,Surat," ? 9,595.00 "," ? 446,366.00 "," ? 59,099.00 ",Offline,COD
394,9/28/2024,Kendra,khubbuckeax@hud.gov,Paneer & Tofu Batter & Chutney,Kolkata," ? 6,725.00 "," ? 389,666.00 "," ? 94,373.00 ",Online,paytm
395,11/1/2024,Marcelline,mcancelleray@google.com.hk,Biscuits,Rajkot," ? 5,515.00 "," ? 688,588.00 "," ? 81,594.00 ",Offline,paytm
396,3/11/2024,Jaymee,jnottiaz@xrea.com,Basic Vegetables Roots,Surat," ? 7,862.00 "," ? 421,954.00 "," ? 78,196.00 ",Offline,G-pay
397,10/24/2024,Torrin,tbroomhallb0@ca.gov,Basic Vegetables Roots,Pune," ? 9,721.00 "," ? 628,320.00 "," ? 86,789.00 ",Online,COD
398,11/4/2024,Grata,geldonb1@ebay.com,Drinks & Juices,Surat," ? 7,266.00 "," ? 147,779.00 "," ? 36,958.00 ",Online,Card
399,9/20/2024,Lesley,lhaycoxb2@cloudflare.com,Milk & Milk Products Cheese,Ahemdabad," ? 5,940.00 "," ? 718,423.00 "," ? 70,981.00 ",Offline,G-pay
400,9/17/2024,Marylou,mrowlinb3@ameblo.jp,Milk & Milk Products Cheese,jaipur," ? 7,313.00 "," ? 233,466.00 "," ? 52,823.00 ",Offline,paytm
401,7/19/2024,Colleen,cparlattb4@chron.com,Chips & Namkeens,jaipur," ? 9,703.00 "," ? 916,978.00 "," ? 29,034.00 ",Offline,COD
402,10/11/2024,Camey,cfarnonb5@unc.edu,Basic Vegetables Roots,Ahemdabad," ? 7,088.00 "," ? 482,830.00 "," ? 24,701.00 ",Offline,paytm
403,7/10/2024,Mitchael,melgieb6@cnbc.com,Basic Vegetables Roots,Ahemdabad," ? 7,387.00 "," ? 901,121.00 "," ? 24,232.00 ",Online,Card
404,12/20/2023,Ellwood,ejacquemardb7@sitemeter.com,Chocolates & Candies,Banglore," ? 5,907.00 "," ? 943,246.00 "," ? 52,552.00 ",Online,paytm
405,12/16/2023,Pavla,pwrassellb8@technorati.com,Paneer & Tofu Batter & Chutney,Banglore," ? 6,665.00 "," ? 337,333.00 "," ? 11,842.00 ",Online,G-pay
406,1/29/2024,Cammie,cfurmageb9@xing.com,Paneer & Tofu Batter & Chutney,Kolkata," ? 5,901.00 "," ? 170,735.00 "," ? 60,830.00 ",Offline,COD
407,9/10/2024,Gilbertina,gbaishba@ftc.gov,Basic Vegetables Roots,Pune," ? 6,119.00 "," ? 559,153.00 "," ? 24,228.00 ",Offline,COD
408,7/15/2024,Ad,amclisebb@yelp.com,Biscuits,Amravati," ? 7,225.00 "," ? 319,974.00 "," ? 63,220.00 ",Online,Card
409,12/24/2023,Camella,cwentbc@skype.com,Milk & Milk Products Cheese,," ? 6,724.00 "," ? 635,307.00 "," ? 83,087.00 ",Online,paytm
410,5/11/2024,Reese,rtillebd@berkeley.edu,Drinks & Juices,Rajkot," ? 7,824.00 "," ? 902,277.00 "," ? 27,168.00 ",Online,Card
411,4/19/2024,Howey,hrappaportbe@google.nl,Pasta & Vermicelli,Surat," ? 7,491.00 "," ? 708,051.00 "," ? 52,710.00 ",Online,COD
412,8/20/2024,Des,dpavybf@apache.org,Pasta & Vermicelli,jaipur," ? 7,635.00 "," ? 850,044.00 "," ? 40,584.00 ",Offline,Card
413,8/18/2024,Frederico,fsherrardbg@hostgator.com,Herbs & Others Premium Fruits & Vegetables,Rajkot," ? 9,012.00 "," ? 550,965.00 "," ? 98,093.00 ",Offline,Card
414,3/14/2024,Thatcher,tpurnellbh@vistaprint.com,Fresh Fruits,Banglore," ? 6,968.00 "," ? 395,387.00 "," ? 68,175.00 ",Offline,Card
415,5/5/2024,Loella,losullivanbi@fotki.com,Noodles,Amravati," ? 8,354.00 "," ? 962,863.00 "," ? 74,854.00 ",Online,Card
416,1/2/2024,Baily,bbrandonbj@a8.net,Basic Vegetables Roots,Kolkata," ? 8,939.00 "," ? 449,954.00 "," ? 48,815.00 ",Offline,paytm
417,2/10/2024,Herculie,hbasnettbk@tripadvisor.com,Basic Vegetables Roots,Hyderabad," ? 8,290.00 "," ? 973,973.00 "," ? 46,128.00 ",Offline,COD
418,12/26/2023,Wilmer,wmasarratbl@icio.us,Pasta & Vermicelli,Kolkata," ? 9,589.00 "," ? 897,140.00 "," ? 99,236.00 ",Offline,paytm
419,10/8/2024,Lannie,ljosuweitbm@ftc.gov,Basic Vegetables Roots,Rajkot," ? 5,648.00 "," ? 606,575.00 "," ? 22,678.00 ",Offline,COD
420,7/7/2024,Taber,tburletonbn@de.vu,Noodles,Amravati," ? 7,292.00 "," ? 358,173.00 "," ? 45,336.00 ",Offline,Card
421,6/29/2024,Eula,emacclurebo@cyberchimps.com,Paneer & Tofu Batter & Chutney,Surat," ? 7,308.00 "," ? 461,992.00 "," ? 46,862.00 ",Online,COD
422,3/22/2024,Milissent,mfilshinbp@craigslist.org,Chips & Namkeens,Amravati," ? 5,939.00 "," ? 178,331.00 "," ? 52,191.00 ",Online,G-pay
423,9/1/2024,Margeaux,mkegginsbq@issuu.com,Drinks & Juices,Pune," ? 5,940.00 "," ? 809,679.00 "," ? 47,398.00 ",Offline,paytm
424,1/20/2024,Whitney,wstrevensbr@google.com,Chips & Namkeens,Pune," ? 9,385.00 "," ? 920,719.00 "," ? 18,492.00 ",Online,Card
425,11/16/2024,Daniele,dlevingsbs@studiopress.com,Biscuits,Rajkot," ? 5,141.00 "," ? 511,509.00 "," ? 26,149.00 ",Online,G-pay
426,6/12/2024,Glyn,gstaytbt@google.es,Biscuits,Rajkot," ? 5,490.00 "," ? 496,699.00 "," ? 92,877.00 ",Offline,Card
427,11/17/2024,Paddy,pbeadhambu@redcross.org,Paneer & Tofu Batter & Chutney,Kolkata," ? 5,122.00 "," ? 565,134.00 "," ? 56,917.00 ",Offline,paytm
428,6/18/2024,Quinta,qmatybv@jimdo.com,Basic Vegetables Roots,Ahemdabad," ? 8,451.00 "," ? 400,560.00 "," ? 97,378.00 ",Online,COD
429,12/30/2023,Lazar,lwallicebw@google.it,Noodles,Banglore," ? 8,352.00 "," ? 622,153.00 "," ? 12,595.00 ",Online,G-pay
430,6/2/2024,Skippy,squilterbx@cnn.com,Milk & Milk Products Cheese,Delhi," ? 6,069.00 "," ? 361,632.00 "," ? 36,194.00 ",Offline,Card
431,11/26/2024,Rutherford,rerringtonby@intel.com,Herbs & Others Premium Fruits & Vegetables,Banglore," ? 6,450.00 "," ? 381,263.00 "," ? 30,770.00 ",Online,paytm
432,1/28/2024,Josy,jcanningbz@jimdo.com,Noodles,," ? 5,097.00 "," ? 664,287.00 "," ? 93,735.00 ",Online,Card
433,10/24/2024,Henrieta,hbarwackc0@twitter.com,Biscuits,Pune," ? 6,440.00 "," ? 869,133.00 "," ? 47,093.00 ",Offline,COD
434,9/11/2024,Had,hdogc1@friendfeed.com,Paneer & Tofu Batter & Chutney,jaipur," ? 6,417.00 "," ? 832,276.00 "," ? 47,423.00 ",Offline,G-pay
435,1/4/2024,Brandie,bevesc2@ebay.co.uk,Noodles,Amravati," ? 7,911.00 "," ? 961,330.00 "," ? 50,443.00 ",Offline,COD
436,12/30/2023,Ardene,agilhespyc3@drupal.org,Biscuits,Mumbai," ? 6,026.00 "," ? 669,004.00 "," ? 54,937.00 ",Online,COD
437,3/3/2024,Raquela,rgurkoc4@sogou.com,Drinks & Juices,Hyderabad," ? 6,783.00 "," ? 266,894.00 "," ? 80,947.00 ",Offline,Card
438,1/30/2024,Rafa,rhabbemac5@nydailynews.com,Biscuits,Pune," ? 8,416.00 "," ? 269,135.00 "," ? 19,362.00 ",Online,G-pay
439,5/23/2024,Natal,nsalmonc6@issuu.com,Milk & Milk Products Cheese,Amravati," ? 9,885.00 "," ? 566,353.00 "," ? 93,557.00 ",Offline,paytm
440,6/28/2024,Tasha,tphaupc7@si.edu,Paneer & Tofu Batter & Chutney,Ahemdabad," ? 7,943.00 "," ? 163,592.00 "," ? 72,542.00 ",Offline,G-pay
441,7/2/2024,Chrystal,cclewettc8@sbwire.com,Herbs & Others Premium Fruits & Vegetables,Banglore," ? 9,115.00 "," ? 655,134.00 "," ? 73,477.00 ",Offline,paytm
442,10/27/2024,Pauline,pervinec9@drupal.org,Fresh Fruits,jaipur," ? 6,601.00 "," ? 388,051.00 "," ? 95,544.00 ",Online,COD
443,11/7/2024,Sianna,scorneliusca@123-reg.co.uk,Fresh Fruits,," ? 6,644.00 "," ? 470,585.00 "," ? 59,373.00 ",Online,COD
444,5/26/2024,Walther,wburlescb@wordpress.org,Biscuits,Kolkata," ? 8,858.00 "," ? 183,905.00 "," ? 99,747.00 ",Online,Card
445,2/2/2024,Cammie,cmcfeatecc@hp.com,Chips & Namkeens,," ? 6,947.00 "," ? 474,934.00 "," ? 26,057.00 ",Online,COD
446,11/16/2024,Wallis,wingolotticd@cnbc.com,Milk & Milk Products Cheese,Rajkot," ? 5,781.00 "," ? 599,482.00 "," ? 16,863.00 ",Online,Card
447,12/14/2023,Waverley,wdebrettce@so-net.ne.jp,Paneer & Tofu Batter & Chutney,Ahemdabad," ? 5,127.00 "," ? 923,281.00 "," ? 59,209.00 ",Offline,G-pay
448,12/31/2023,Esdras,ecoveycf@mit.edu,Chocolates & Candies,Amravati," ? 6,062.00 "," ? 906,005.00 "," ? 71,467.00 ",Offline,paytm
449,7/15/2024,Britni,bburttcg@acquirethisname.com,Chocolates & Candies,Ahemdabad," ? 7,709.00 "," ? 232,796.00 "," ? 12,155.00 ",Online,G-pay
450,11/6/2024,Leeann,lbondech@free.fr,Drinks & Juices,Hyderabad," ? 8,450.00 "," ? 527,207.00 "," ? 85,560.00 ",Online,G-pay
451,10/27/2024,Leontine,lcormackci@hostgator.com,Chips & Namkeens,Banglore," ? 7,955.00 "," ? 902,729.00 "," ? 58,428.00 ",Offline,COD
452,9/24/2024,Orion,owalesbycj@facebook.com,Basic Vegetables Roots,jaipur," ? 8,126.00 "," ? 515,992.00 "," ? 82,376.00 ",Online,Card
453,2/16/2024,Wat,wballinghallck@census.gov,Basic Vegetables Roots,Mumbai," ? 8,313.00 "," ? 792,150.00 "," ? 57,607.00 ",Online,Card
454,8/12/2024,Celia,csaintcl@skyrock.com,Pasta & Vermicelli,Kolkata," ? 6,165.00 "," ? 240,967.00 "," ? 35,701.00 ",Offline,paytm
455,1/14/2024,Hurleigh,hparzizekcm@qq.com,Milk & Milk Products Cheese,Kolkata," ? 5,161.00 "," ? 210,599.00 "," ? 66,935.00 ",Online,G-pay
456,11/24/2024,Anabal,abullerwellcn@cargocollective.com,Milk & Milk Products Cheese,Kolkata," ? 6,380.00 "," ? 157,733.00 "," ? 75,875.00 ",Online,paytm
457,8/27/2024,Miran,myellepco@networkadvertising.org,Noodles,Ahemdabad," ? 6,936.00 "," ? 747,278.00 "," ? 68,580.00 ",Online,paytm
458,12/28/2023,Valentijn,vcoopcp@vistaprint.com,Basic Vegetables Roots,Mumbai," ? 5,381.00 "," ? 630,330.00 "," ? 41,908.00 ",Online,Card
459,11/17/2024,Pamela,psimpkincq@sciencedaily.com,Fresh Fruits,Surat," ? 7,277.00 "," ? 514,416.00 "," ? 95,839.00 ",Offline,G-pay
460,11/25/2024,Jdavie,jrushfordcr@wix.com,Drinks & Juices,," ? 7,772.00 "," ? 241,776.00 "," ? 24,878.00 ",Offline,G-pay
461,6/7/2024,Yolande,ywinwrightcs@e-recht24.de,Noodles,Rajkot," ? 5,242.00 "," ? 125,048.00 "," ? 51,869.00 ",Offline,Card
462,6/22/2024,Tami,tschollickct@skyrock.com,Chips & Namkeens,Rajkot," ? 5,719.00 "," ? 774,284.00 "," ? 32,505.00 ",Offline,paytm
463,11/25/2024,Basil,btrayscu@oakley.com,Fresh Fruits,Mumbai," ? 8,393.00 "," ? 587,016.00 "," ? 59,246.00 ",Online,paytm
464,5/27/2024,Husain,hsimekcv@livejournal.com,Milk & Milk Products Cheese,Ahemdabad," ? 6,441.00 "," ? 284,676.00 "," ? 27,533.00 ",Offline,paytm
465,8/28/2024,Olag,ogarnallcw@typepad.com,Biscuits,Mumbai," ? 6,163.00 "," ? 197,025.00 "," ? 60,381.00 ",Offline,Card
466,2/5/2024,Philomena,peccersleycx@gravatar.com,Noodles,," ? 5,011.00 "," ? 857,732.00 "," ? 73,695.00 ",Offline,G-pay
467,12/14/2023,Stacey,slowerscy@army.mil,Noodles,Surat," ? 5,150.00 "," ? 194,361.00 "," ? 66,706.00 ",Online,paytm
468,5/25/2024,Julissa,jdekeysercz@goo.gl,Paneer & Tofu Batter & Chutney,Kolkata," ? 6,841.00 "," ? 246,443.00 "," ? 42,573.00 ",Offline,Card
469,1/28/2024,Patricio,pmacginleyd0@cnn.com,Noodles,Amravati," ? 7,632.00 "," ? 676,221.00 "," ? 59,497.00 ",Online,Card
470,9/24/2024,Fairfax,ffronzekd1@washingtonpost.com,Paneer & Tofu Batter & Chutney,Banglore," ? 6,834.00 "," ? 909,010.00 "," ? 59,542.00 ",Offline,G-pay
471,7/20/2024,Anderson,ahammelbergd2@si.edu,Noodles,Pune," ? 8,501.00 "," ? 838,369.00 "," ? 63,983.00 ",Offline,COD
472,3/24/2024,Georgy,gantrimd3@bbc.co.uk,Drinks & Juices,Surat," ? 7,985.00 "," ? 115,819.00 "," ? 12,068.00 ",Offline,G-pay
473,10/8/2024,Anthiathia,agarettd4@amazon.de,Chocolates & Candies,," ? 5,486.00 "," ? 752,213.00 "," ? 52,576.00 ",Offline,Card
474,6/5/2024,Alma,adundridged5@redcross.org,Chips & Namkeens,Mumbai," ? 6,363.00 "," ? 107,643.00 "," ? 49,560.00 ",Offline,COD
475,11/29/2024,Berne,beathorned6@rakuten.co.jp,Basic Vegetables Roots,Ahemdabad," ? 6,015.00 "," ? 584,091.00 "," ? 83,441.00 ",Offline,paytm
476,8/19/2024,Von,vdabbesd7@scientificamerican.com,Chocolates & Candies,Banglore," ? 5,636.00 "," ? 834,910.00 "," ? 40,385.00 ",Offline,G-pay
477,2/15/2024,Rosemarie,rpauleitd8@ftc.gov,Chips & Namkeens,Surat," ? 6,860.00 "," ? 117,069.00 "," ? 62,738.00 ",Offline,paytm
478,9/3/2024,Lexy,lchaplingd9@canalblog.com,Chips & Namkeens,Surat," ? 8,148.00 "," ? 568,546.00 "," ? 11,136.00 ",Offline,G-pay
479,1/20/2024,Markos,mtarteda@moonfruit.com,Biscuits,Banglore," ? 9,310.00 "," ? 884,179.00 "," ? 92,484.00 ",Offline,Card
480,3/28/2024,Shea,ssamettdb@mozilla.org,Paneer & Tofu Batter & Chutney,Ahemdabad," ? 8,339.00 "," ? 636,393.00 "," ? 88,183.00 ",Online,G-pay
481,10/19/2024,Mariel,msparkwelldc@freewebs.com,Herbs & Others Premium Fruits & Vegetables,Rajkot," ? 9,203.00 "," ? 218,255.00 "," ? 50,117.00 ",Online,COD
482,9/22/2024,Vivianne,vdoveydd@pbs.org,Biscuits,Surat," ? 8,494.00 "," ? 873,269.00 "," ? 64,466.00 ",Offline,G-pay
483,3/3/2024,Jammal,jdraayerde@omniture.com,Biscuits,Hyderabad," ? 8,382.00 "," ? 614,174.00 "," ? 13,290.00 ",Online,paytm
484,4/20/2024,Pauline,pfarishdf@opensource.org,Noodles,Mumbai," ? 8,363.00 "," ? 719,538.00 "," ? 44,316.00 ",Offline,G-pay
485,12/4/2024,Brandon,bcocherdg@toplist.cz,Paneer & Tofu Batter & Chutney,jaipur," ? 8,753.00 "," ? 607,373.00 "," ? 49,540.00 ",Offline,COD
486,8/20/2024,Ardis,acordendh@aol.com,Chips & Namkeens,jaipur," ? 7,731.00 "," ? 288,961.00 "," ? 85,826.00 ",Online,paytm
487,6/7/2024,Frederik,fklimkowskidi@ebay.co.uk,Fresh Fruits,Pune," ? 5,362.00 "," ? 374,728.00 "," ? 74,793.00 ",Offline,G-pay
488,12/14/2023,Shaylah,spickrilldj@weibo.com,Biscuits,Amravati," ? 7,529.00 "," ? 932,611.00 "," ? 97,222.00 ",Online,paytm
489,6/17/2024,Izaak,ifearndk@usnews.com,Noodles,jaipur," ? 9,504.00 "," ? 777,713.00 "," ? 89,615.00 ",Offline,COD
490,5/6/2024,Nahum,nbisgrovedl@phoca.cz,Biscuits,Banglore," ? 5,869.00 "," ? 821,981.00 "," ? 96,070.00 ",Online,Card
491,8/1/2024,Kimberley,kaclanddm@feedburner.com,Noodles,Delhi," ? 8,950.00 "," ? 836,937.00 "," ? 44,568.00 ",Offline,paytm
492,7/15/2024,Cheri,cteagerdn@ca.gov,Noodles,," ? 8,714.00 "," ? 207,378.00 "," ? 22,783.00 ",Offline,G-pay
